_class,_id,code,Year,Quarter,Month,Day,createdBy,description,file,Font,Font image,Year,Quarter,Month,Day,lastModifiedBy,name,name.1,qrCodePatch
in.pixiverse.user.management.securetag.db.entity.Design,6632d388382ecd43e5d5bb08,D1,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Hustlin with design code D1,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Hustlin,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d388382ecd43e5d5bb09,D2,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Loading with design code D2,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Loading,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d389382ecd43e5d5bb0a,D3,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Bhopal with design code D3,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Bhopal,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38a382ecd43e5d5bb0b,D4,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Shri Ganesh with design code D4,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Shri Ganesh,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38a382ecd43e5d5bb0c,D5,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Present with design code D5,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Present,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38b382ecd43e5d5bb0d,D6,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Connekt with design code D6,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Connekt,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38c382ecd43e5d5bb0e,F26,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Vidi with design code F26,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Vidi,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38d382ecd43e5d5bb0f,F27,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Nysha with design code F27,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Nysha,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38d382ecd43e5d5bb10,F28,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Adaa with design code F28,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Adaa,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38e382ecd43e5d5bb11,F29,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Shrija with design code F29,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Shrija,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38e382ecd43e5d5bb12,F30,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Ishita with design code F30,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Ishita,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38f382ecd43e5d5bb13,F31,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Kasturi with design code F31,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Kasturi,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38f382ecd43e5d5bb14,F32,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Ronikaa with design code F32,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Ronikaa,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d38f382ecd43e5d5bb15,F33,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Nyra with design code F33,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Nyra,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d390382ecd43e5d5bb16,F34,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Dia with design code F34,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Dia,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d390382ecd43e5d5bb17,F35,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Anaahat with design code F35,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Anaahat,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d391382ecd43e5d5bb18,F36,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Aanya with design code F36,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Aanya,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d391382ecd43e5d5bb19,F37,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Mahek with design code F37,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Mahek,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d392382ecd43e5d5bb1a,F38,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Naamya with design code F38,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Naamya,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d392382ecd43e5d5bb1b,F39,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Ranveer with design code F39,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Ranveer,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d393382ecd43e5d5bb1c,F41,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Jasraj with design code F41,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Jasraj,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d393382ecd43e5d5bb1d,F42,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Anand's with design code F42,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Anand's,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d394382ecd43e5d5bb1e,F43,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Vishal with design code F43,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Vishal,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d394382ecd43e5d5bb1f,F45,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Kiana with design code F45,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Kiana,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d395382ecd43e5d5bb20,F46,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Rushi with design code F46,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Rushi,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,6632d396382ecd43e5d5bb21,F47,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Tag designed for Birthday - Mahi with design code F47,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,1,1143adda-d001-70dd-24d1-50370710e4fe,Birthday - Mahi,securetagback.png,
in.pixiverse.user.management.securetag.db.entity.Design,664b6c23f495144eca1c5e47,AKT-XYZ-RED-001,2024,Qtr 2,May,20,21e39d3a-f021-705b-4b81-9064b65d6c77,Trendy red motivational design relevant for hustle culture,design-files/prod/default/securetagback.png,securetagfrontdesign.png,design-files/prod/default/securetagfrontdesign.png,2024,Qtr 2,May,20,21e39d3a-f021-705b-4b81-9064b65d6c77,Everyday Im Hustling,securetagback.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":665,""y"":1060},""dimensions"":{""w"":470,""h"":470}},""qrIdArea"":{""textColor"":""WHITE"",""fontSize"":80,""startingCoordinates"":{""x"":745,""y"":2590}}}"
in.pixiverse.user.management.securetag.db.entity.Design,6670279c1e556463c043380a,Explore,2024,Qtr 2,June,17,a1034d9a-1051-7074-049c-fb99233de741,Travel Design for exploration,design-files/prod/1718626204706/explore back.png,explore front.png,design-files/prod/1718626204604/explore front.png,2024,Qtr 2,June,19,a1034d9a-1051-7074-049c-fb99233de741,Explore Travel Design,explore back.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":617,""y"":1006},""dimensions"":{""w"":568,""h"":568}},""qrIdArea"":{""textColor"":""WHITE"",""fontSize"":50,""startingCoordinates"":{""x"":766,""y"":2609}}}"
in.pixiverse.user.management.securetag.db.entity.Design,66702dcb1e556463c0433817,TSR,2024,Qtr 2,June,17,a1034d9a-1051-7074-049c-fb99233de741,A Traveller on mountains with beautiful sunrise,design-files/prod/1718627787567/travel back.png,travel front.png,design-files/prod/1718627787471/travel front.png,2024,Qtr 2,June,19,a1034d9a-1051-7074-049c-fb99233de741,Travel Sunrise,travel back.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":617,""y"":1006},""dimensions"":{""w"":568,""h"":568}},""qrIdArea"":{""textColor"":""WHITE"",""fontSize"":50,""startingCoordinates"":{""x"":766,""y"":2609}}}"
in.pixiverse.user.management.securetag.db.entity.Design,667ff00298c9713daae37aa5,IB,2024,Qtr 2,June,29,a1034d9a-1051-7074-049c-fb99233de741,Icici Basic Design Tag For Individuals,design-files/prod/1719660546570/iciciback.png,icicifront.png,design-files/prod/1719660546172/icicifront.png,2024,Qtr 2,June,29,a1034d9a-1051-7074-049c-fb99233de741,Icici Basic,iciciback.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":617,""y"":1006},""dimensions"":{""w"":568,""h"":568}},""qrIdArea"":{""textColor"":""WHITE"",""fontSize"":50,""startingCoordinates"":{""x"":766,""y"":2609}}}"
in.pixiverse.user.management.securetag.db.entity.Design,6680dc8498c9713daae37aac,STS,2024,Qtr 2,June,30,a1034d9a-1051-7074-049c-fb99233de741,SecureTag Standard Tags,design-files/prod/1719721092819/securetagback.png,securetagfront.png,design-files/prod/1719721092654/securetagfront.png,2024,Qtr 2,June,30,a1034d9a-1051-7074-049c-fb99233de741,SecureTag Standard,securetagback.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":617,""y"":1008},""dimensions"":{""w"":567,""h"":567}},""qrIdArea"":{""textColor"":""WHITE"",""fontSize"":50,""startingCoordinates"":{""x"":766,""y"":2609}}}"
in.pixiverse.user.management.securetag.db.entity.Design,6680de3b98c9713daae37ac7,SST,2024,Qtr 2,June,30,a1034d9a-1051-7074-049c-fb99233de741,SecureTag basic asset stickers,design-files/prod/1719721559848/stickerfront.png,stickerback.png,design-files/prod/1719721559731/stickerback.png,2024,Qtr 2,June,30,a1034d9a-1051-7074-049c-fb99233de741,Securetag Stickers,stickerfront.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":397,""y"":393},""dimensions"":{""w"":568,""h"":568}},""qrIdArea"":{""textColor"":""BLACK"",""fontSize"":5,""startingCoordinates"":{""x"":1,""y"":1}}}"
in.pixiverse.user.management.securetag.db.entity.Design,6680e16c98c9713daae37bc4,BL,2024,Qtr 2,June,30,a1034d9a-1051-7074-049c-fb99233de741,Bruce Lee Fight Figure,design-files/prod/1719722348326/bruce lee back.png,bruceleefron.png,design-files/prod/1719722347855/bruceleefron.png,2024,Qtr 2,June,30,a1034d9a-1051-7074-049c-fb99233de741,Bruce Lee,bruce lee back.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":617,""y"":1006},""dimensions"":{""w"":568,""h"":568}},""qrIdArea"":{""textColor"":""WHITE"",""fontSize"":50,""startingCoordinates"":{""x"":766,""y"":2609}}}"
in.pixiverse.user.management.securetag.db.entity.Design,66a28bce361f465a40c2d27a,RZP,2024,Qtr 3,July,25,a1034d9a-1051-7074-049c-fb99233de741,Razorpay Rize Designs,design-files/prod/1721928654074/rayzorpay back.png,rayzorpay front.png,design-files/prod/1721928653600/rayzorpay front.png,2024,Qtr 3,July,25,a1034d9a-1051-7074-049c-fb99233de741,Razorpay,rayzorpay back.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":617,""y"":1006},""dimensions"":{""w"":568,""h"":568}},""qrIdArea"":{""textColor"":""WHITE"",""fontSize"":50,""startingCoordinates"":{""x"":766,""y"":2609}}}"
in.pixiverse.user.management.securetag.db.entity.Design,68626745b90d9a1ca106994c,MT01,2025,Qtr 2,June,30,a1034d9a-1051-7074-049c-fb99233de741,Monkey Trooper BackPack Design,design-files/prod/1751279429069/monkey back.png,monkey front.png,design-files/prod/1751279428555/monkey front.png,2025,Qtr 2,June,30,a1034d9a-1051-7074-049c-fb99233de741,Monkey Troopers,monkey back.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":617,""y"":1006},""dimensions"":{""w"":568,""h"":568}},""qrIdArea"":{""textColor"":""WHITE"",""fontSize"":50,""startingCoordinates"":{""x"":810,""y"":2609}}}"
in.pixiverse.user.management.securetag.db.entity.Design,68641619b90d9a1ca1069ae7,MTWF,2025,Qtr 3,July,1,a1034d9a-1051-7074-049c-fb99233de741,Monkey Troopers Design without flag,design-files/prod/1751389721193/monkey back.png,monkey front.png,design-files/prod/1751389721067/monkey front.png,2025,Qtr 3,July,1,a1034d9a-1051-7074-049c-fb99233de741,Monkey Troopers Without Flag,monkey back.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":617,""y"":1006},""dimensions"":{""w"":568,""h"":568}},""qrIdArea"":{""textColor"":""WHITE"",""fontSize"":50,""startingCoordinates"":{""x"":810,""y"":2609}}}"
in.pixiverse.user.management.securetag.db.entity.Design,687d2c784b06e70430f4082a,MTNFU,2025,Qtr 3,July,20,31033dfa-e0c1-7037-1fc6-3a58046231da,New colour changes in the print,design-files/prod/1753033848194/new back.png,New nfront.png,design-files/prod/1753033848059/New nfront.png,2025,Qtr 3,July,20,31033dfa-e0c1-7037-1fc6-3a58046231da,Monkey Troopers No Flag Updated,new back.png,"{""qrArea"":{""topLeftStartingCoordinates"":{""x"":617,""y"":1006},""dimensions"":{""w"":568,""h"":568}},""qrIdArea"":{""textColor"":""WHITE"",""fontSize"":50,""startingCoordinates"":{""x"":810,""y"":2609}}}"
