_class,_id,deviceInfo,ipAddress,Latitude,Longitude,qrCode,Year,Quarter,Month,Day
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6651bc52f495144eca1c5ef5,"{""deviceType"":""mobile"",""os"":""Android"",""browser"":""Chrome""}",103.86.19.228,23.027027027027028,72.57558341659328,EYTLS0,2024,Qtr 2,May,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6653a8f3f495144eca1c5f0d,"{""deviceType"":""mobile"",""os"":""Android"",""browser"":""Chrome""}",103.214.60.70,28.6018321,77.3777744,9GgHhI,2024,Qtr 2,May,26
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6653bc49f495144eca1c5f0e,"{""deviceType"":""mobile"",""os"":""Android"",""browser"":""Chrome""}",103.214.60.70,28.6018431,77.3777798,9GgHhI,2024,Qtr 2,May,26
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,665560e3f495144eca1c5f24,"{""deviceType"":""mobile"",""os"":""Android"",""browser"":""Chrome""}",49.36.66.249,23.0492357,72.5249367,EabEFf,2024,Qtr 2,May,28
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66556181f495144eca1c5f26,"{""deviceType"":""mobile"",""os"":""Android"",""browser"":""Chrome""}",152.58.63.221,0.0,0.0,eYyZz0,2024,Qtr 2,May,28
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66556197f495144eca1c5f27,"{""deviceType"":""mobile"",""os"":""Android"",""browser"":""Chrome""}",152.58.63.221,0.0,0.0,eYyZz0,2024,Qtr 2,May,28
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6655b57df495144eca1c5f3e,"{""deviceType"":""mobile"",""os"":""iOS"",""browser"":""Mobile Safari""}",172.225.219.55,0.0,0.0,NDI9RY,2024,Qtr 2,May,28
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6655cf94f495144eca1c5f3f,"{""deviceType"":""mobile"",""os"":""iOS"",""browser"":""Mobile Safari""}",172.225.186.66,0.0,0.0,NDI9RY,2024,Qtr 2,May,28
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6655f2c5f495144eca1c5f40,"{""deviceType"":""mobile"",""os"":""Android"",""browser"":""Chrome""}",103.249.233.74,23.045045045045043,72.58528884860934,CTFNMF,2024,Qtr 2,May,28
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6655f2d6f495144eca1c5f41,"{""deviceType"":""mobile"",""os"":""Android"",""browser"":""Chrome""}",103.249.233.74,23.045045045045043,72.58528884860934,CTFNMF,2024,Qtr 2,May,28
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66599291b9caa56d1a579d41,"{""deviceType"":""mobile"",""os"":""Android"",""browser"":""Samsung Internet""}",49.36.89.135,23.0415557,72.5320331,FcdFGg,2024,Qtr 2,May,31
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66599296b9caa56d1a579d42,"{""deviceType"":""mobile"",""os"":""iOS"",""browser"":""Mobile Safari""}",49.36.89.135,23.041708655671243,72.532347310402,FcdFGg,2024,Qtr 2,May,31
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66599a03b9caa56d1a579d46,"{""deviceType"":""mobile"",""os"":""iOS"",""browser"":""Mobile Safari""}",172.225.201.19,0.0,0.0,NDI9RY,2024,Qtr 2,May,31
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66599a16b9caa56d1a579d47,"{""deviceType"":""tablet"",""os"":""Mac OS"",""browser"":""Safari""}",172.225.218.39,0.0,0.0,NDI9RY,2024,Qtr 2,May,31
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,665a0d89b9caa56d1a579d52,"{""deviceType"":""tablet"",""os"":""Mac OS"",""browser"":""Safari""}",172.225.218.39,0.0,0.0,NDI9RY,2024,Qtr 2,May,31
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,665b50e4b9caa56d1a579d69,"{""deviceType"":""tablet"",""os"":""Mac OS"",""browser"":""Safari""}",104.28.37.117,0.0,0.0,NDI9RY,2024,Qtr 2,June,1
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,665dcdc2b9caa56d1a579d97,"{""deviceType"":""mobile"",""os"":""iOS"",""browser"":""Mobile Safari""}",49.36.70.52,23.112620149035152,72.55159815509798,U9JLNN,2024,Qtr 2,June,3
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,665dd675b9caa56d1a579d9b,"{""deviceType"":""Other"",""os"":""Mac OS"",""browser"":""Safari""}",104.28.37.141,0.0,0.0,9GgHhI,2024,Qtr 2,June,3
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,665de641b9caa56d1a579d9d,"{""deviceType"":""Other"",""os"":""Mac OS"",""browser"":""Safari""}",172.225.186.52,0.0,0.0,U9JLNN,2024,Qtr 2,June,3
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,665de9cdb9caa56d1a579d9f,"{""deviceType"":""mobile"",""os"":""iOS"",""browser"":""Mobile Safari""}",49.36.67.102,0.0,0.0,U9JLNN,2024,Qtr 2,June,3
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,665dedc6b9caa56d1a579da0,"{""deviceType"":""mobile"",""os"":""iOS"",""browser"":""Mobile Safari""}",49.36.67.102,23.127860826833732,72.54814444627644,U9JLNN,2024,Qtr 2,June,3
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6662e4cc1e556463c04336d5,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",152.59.37.42,23.04873,72.5246868,eYyZz0,2024,Qtr 2,June,7
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6662e50f1e556463c04336d6,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",152.59.37.42,23.04873,72.5246868,eYyZz0,2024,Qtr 2,June,7
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,666450291e556463c04336f4,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",172.225.186.66,0.0,0.0,P4K9GK,2024,Qtr 2,June,8
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66645d901e556463c04336f5,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",173.33.229.67,43.718702701999646,'-79.40059552265227,P4K9GK,2024,Qtr 2,June,8
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6664a21f1e556463c04336fa,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",172.225.137.210,0.0,0.0,NDI9RY,2024,Qtr 2,June,8
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6664cae41e556463c04336fb,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",172.225.201.18,0.0,0.0,NDI9RY,2024,Qtr 2,June,8
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6664d1881e556463c04336fc,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",49.14.158.15,0.0,0.0,NDI9RY,2024,Qtr 2,June,8
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,666ab6761e556463c0433786,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",49.36.68.86,23.0487172,72.5246898,eYyZz0,2024,Qtr 2,June,13
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,666bf4991e556463c04337a2,"{""deviceType"":""Apple iPhone"",""os"":""iOS 16.1.2"",""browser"":""Mobile Safari 16.1""}",49.36.66.165,0.0,0.0,U9JLNN,2024,Qtr 2,June,14
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,666d46601e556463c04337be,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",103.241.21.20,0.0,0.0,7AaBbC,2024,Qtr 2,June,15
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,666d468d1e556463c04337bf,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",152.58.115.208,0.0,0.0,7AaBbC,2024,Qtr 2,June,15
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,666d469f1e556463c04337c1,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",103.241.21.20,0.0,0.0,7AaBbC,2024,Qtr 2,June,15
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,666d46bd1e556463c04337c2,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",103.241.21.20,0.0,0.0,7AaBbC,2024,Qtr 2,June,15
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,666d8a2b1e556463c04337c4,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",103.173.93.231,0.0,0.0,7AaBbC,2024,Qtr 2,June,15
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667014d41e556463c04337fe,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",172.225.186.67,0.0,0.0,NDI9RY,2024,Qtr 2,June,17
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667015141e556463c04337ff,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Samsung Internet 25.0""}",49.14.135.82,23.2438952,72.6504783,NDI9RY,2024,Qtr 2,June,17
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6671854bae8732226453d2ce,"{""deviceType"":""Apple Macintosh"",""os"":""Mac OS 10.15.7"",""browser"":""Safari 17.5""}",172.225.186.67,0.0,0.0,NDI9RY,2024,Qtr 2,June,18
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66718a1eae8732226453d2cf,"{""deviceType"":""Apple Macintosh"",""os"":""Mac OS 10.15.7"",""browser"":""Safari 17.5""}",172.225.186.67,0.0,0.0,NDI9RY,2024,Qtr 2,June,18
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66718a22ae8732226453d2d0,"{""deviceType"":""Apple Macintosh"",""os"":""Mac OS 10.15.7"",""browser"":""Safari 17.5""}",172.225.186.67,0.0,0.0,NDI9RY,2024,Qtr 2,June,18
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66718a2aae8732226453d2d1,"{""deviceType"":""Apple Macintosh"",""os"":""Mac OS 10.15.7"",""browser"":""Safari 17.5""}",172.225.186.67,0.0,0.0,NDI9RY,2024,Qtr 2,June,18
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66718a58ae8732226453d2d2,"{""deviceType"":""Apple Macintosh"",""os"":""Mac OS 10.15.7"",""browser"":""Safari 17.5""}",172.225.186.67,0.0,0.0,NDI9RY,2024,Qtr 2,June,18
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66718a73ae8732226453d2d3,"{""deviceType"":""Apple Macintosh"",""os"":""Mac OS 10.15.7"",""browser"":""Safari 17.5""}",172.225.186.67,0.0,0.0,NDI9RY,2024,Qtr 2,June,18
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66718a83ae8732226453d2d4,"{""deviceType"":""Apple Macintosh"",""os"":""Mac OS 10.15.7"",""browser"":""Safari 17.5""}",172.225.186.67,0.0,0.0,NDI9RY,2024,Qtr 2,June,18
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66718acbae8732226453d2d5,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",172.225.137.210,0.0,0.0,NDI9RY,2024,Qtr 2,June,18
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66729a3eae8732226453d2f5,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",172.225.137.210,0.0,0.0,NDI9RY,2024,Qtr 2,June,19
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6672f820ae8732226453d3a1,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",49.14.166.162,23.1278821,72.5483895,1aBcDe,2024,Qtr 2,June,19
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6672f83cae8732226453d3a2,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",49.14.166.162,23.1278821,72.5483895,UXIAB4,2024,Qtr 2,June,19
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66757e72ae8732226453d3e8,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",172.225.137.211,0.0,0.0,NDI9RY,2024,Qtr 2,June,21
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66759429ae8732226453d3e9,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",172.225.137.211,0.0,0.0,NDI9RY,2024,Qtr 2,June,21
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66765166ae8732226453d3ea,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",27.61.189.217,23.009699530525314,72.62177597612771,eYyZz0,2024,Qtr 2,June,22
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6676cd14ae8732226453d407,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",152.59.21.233,0.0,0.0,UKTF8U,2024,Qtr 2,June,22
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66771621ae8732226453d408,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.66.140,0.0,0.0,UKTF8U,2024,Qtr 2,June,22
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66793807ae8732226453d442,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.54,0.0,0.0,eYyZz0,2024,Qtr 2,June,24
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66793d38ae8732226453d443,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.54,0.0,0.0,eYyZz0,2024,Qtr 2,June,24
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66793dbeae8732226453d446,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.54,0.0,0.0,eYyZz0,2024,Qtr 2,June,24
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66793e56ae8732226453d448,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.54,23.0487322,72.5247022,eYyZz0,2024,Qtr 2,June,24
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66793e8aae8732226453d449,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.54,23.0487322,72.5247022,eYyZz0,2024,Qtr 2,June,24
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,66794cdcae8732226453d44a,"{""deviceType"":""Desktop"",""os"":""Windows 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.54,0.0,0.0,eYyZz0,2024,Qtr 2,June,24
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667a5aad98c9713daae37a26,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.190,0.0,0.0,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667a5baf98c9713daae37a27,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.190,0.0,0.0,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667a5c1498c9713daae37a28,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.190,0.0,0.0,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667a5c1798c9713daae37a29,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.190,0.0,0.0,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667a5c2998c9713daae37a2a,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.190,0.0,0.0,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667a5c3098c9713daae37a2b,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.190,0.0,0.0,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667a5c3b98c9713daae37a2c,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.190,0.0,0.0,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667a602798c9713daae37a2d,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",152.59.2.204,23.0487261,72.5247047,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667aa27b98c9713daae37a2e,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 122.0.0.0""}",49.34.250.167,0.0,0.0,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667aa27c98c9713daae37a2f,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",27.61.162.96,0.0,0.0,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667aa66b98c9713daae37a30,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",42.105.164.181,23.04734840653649,72.52751153476507,eYyZz0,2024,Qtr 2,June,25
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,667be26398c9713daae37a4d,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Brave 125.0.0.0""}",106.221.73.129,0.0,0.0,eYyZz0,2024,Qtr 2,June,26
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668e6f8c98c9713daae37d0c,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",152.59.21.202,23.048702,72.5246969,Y66AOI,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668e72d198c9713daae37d1c,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",49.36.71.66,23.0486919,72.5246955,YS46IC,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668e730198c9713daae37d2e,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",49.36.71.66,23.0486919,72.5246955,YS46IC,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668e731898c9713daae37d2f,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 122.0.0.0""}",152.59.20.206,0.0,0.0,YS46IC,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668e826198c9713daae37d3f,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",106.215.23.128,23.106380498140574,72.5447078496715,YRKCFK,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668e828d98c9713daae37d40,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",106.215.23.128,23.106380498140574,72.5447078496715,YRKCFK,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668e9bc398c9713daae37d43,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",117.97.202.76,23.0316994,72.4617586,Y2AU2E,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668e9bef98c9713daae37d44,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",117.97.202.76,23.0316994,72.4617586,Y2AU2E,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668e9bf298c9713daae37d45,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 125.0.0.0""}",117.97.202.76,23.0316994,72.4617586,Y2AU2E,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668ea28098c9713daae37d4d,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.14.164.11,23.1277999,72.5484216,ETELXP,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668ee4b098c9713daae37d53,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",103.249.235.230,23.0391612,72.5082891,Y66AOI,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668ee4ca98c9713daae37d54,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",103.249.235.230,23.0391734,72.5082907,Y66AOI,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668ee54998c9713daae37d55,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",103.249.235.230,23.0391735,72.5082921,Y66AOI,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668ee60b98c9713daae37d71,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",103.249.235.230,23.0391695,72.5082811,Y66AOI,2024,Qtr 3,July,10
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668f8e2a98c9713daae37d9b,"{""deviceType"":""Apple iPhone"",""os"":""iOS 17.5.1"",""browser"":""Mobile Safari 17.5""}",49.36.71.190,23.048493092251523,72.52484498608426,XSFKIA,2024,Qtr 3,July,11
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668f8ed498c9713daae37da0,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",152.59.33.48,23.0486844,72.524713,YB2XZC,2024,Qtr 3,July,11
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668f8f4798c9713daae37da3,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.190,23.0487181,72.5246953,XAPLR5,2024,Qtr 3,July,11
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668f8f7798c9713daae37da4,"{""deviceType"":""Desktop"",""os"":""Android 10"",""browser"":""Chrome 126.0.0.0""}",49.36.71.190,23.0487181,72.5246953,XAPLR5,2024,Qtr 3,July,11
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,668ff16b98c9713daae37dab,"{""deviceType"":""Samsung SM-A156E"",""os"":""Android 14"",""browser"":""Samsung Internet 22.0""}",42.106.39.22,22.9947241,72.6547587,XAPLR5,2024,Qtr 3,July,11
in.pixiverse.user.management.securetag.db.entity.ScanAuditInfo,6692075198c9713daae37dd8,"{""deviceType"":""Samsung SM-A156E"",""os"":""Android 14"",""browser"":""Samsung Internet 22.0""}",42.106.39.22,22.9705516,72.6508009,XAPLR5,2024,Qtr 3,July,13
